user_id,record_date,record_year,record_month,record_month_name,age,age_group,gender,education_level,employment_status,job_title,region,monthly_income_usd,annual_income_usd,monthly_expenses_usd,annual_expenses_usd,monthly_surplus_usd,expense_to_income_ratio,savings_usd,savings_rate,savings_to_income_ratio,emergency_fund_months,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,emi_to_income_ratio,loan_interest_rate_pct,debt_to_income_ratio,credit_score,income_group,financial_health_category
U06766,2022-04-01,2022,4,April,50,45-54,Female,Bachelor,Employed,Salesperson,Other,2812.26,33747.12,1827.74,21932.88,984.52,0.65,168854.34,0.35,5.0,92.38,No,None,0.0,0,0.0,0.0,0.0,0.0,607,Lower-Middle,Moderate
U06767,2025-04-17,2025,4,April,59,55-64,Male,Bachelor,Unemployed,Engineer,Other,7305.83,87669.96,6508.61,78103.32,797.22,0.89,366159.93,0.11,4.18,56.26,No,None,0.0,0,0.0,0.0,0.0,0.0,328,Upper-Middle,Needs Attention
U06768,2024-05-12,2024,5,May,44,35-44,Male,PhD,Self-employed,Accountant,Other,4622.62,55471.44,2553.51,30642.12,2069.11,0.55,102458.81,0.45,1.85,40.12,No,None,0.0,0,0.0,0.0,0.0,0.0,651,Middle,Moderate
U06769,2023-12-13,2023,12,December,36,35-44,Male,High School,Employed,Student,Africa,1201.73,14420.76,523.15,6277.8,678.58,0.44,57370.31,0.56,3.98,109.66,No,None,0.0,0,0.0,0.0,0.0,0.0,531,Low,Healthy
U06770,2023-12-15,2023,12,December,62,55-64,Female,Bachelor,Employed,Unemployed,Africa,2602.67,31232.04,1769.21,21230.52,-9812.26,0.68,16611.36,-3.77,0.53,9.39,Yes,Education,280879.6,36,10645.72,4.09,21.44,4.09,383,Lower-Middle,Needs Attention
U06771,2024-06-15,2024,6,June,65,65+,Female,Bachelor,Employed,Manager,Africa,5791.35,69496.2,1842.37,22108.44,3948.98,0.32,415144.91,0.68,5.97,225.33,No,None,0.0,0,0.0,0.0,0.0,0.0,831,Middle,Healthy
U06772,2024-03-24,2024,3,March,63,55-64,Male,Master,Self-employed,Accountant,North America,6113.26,73359.12,2717.8,32613.6,3395.46,0.44,643046.11,0.56,8.77,236.61,No,None,0.0,0,0.0,0.0,0.0,0.0,778,Upper-Middle,Healthy
U06773,2024-08-21,2024,8,August,26,25-34,Male,Master,Employed,Unemployed,Asia,5758.46,69101.52,3418.4,41020.8,-9281.38,0.59,298527.46,-1.61,4.32,87.33,Yes,Home,250266.49,24,11621.44,2.02,10.63,2.02,458,Middle,Needs Attention
U06774,2025-05-11,2025,5,May,58,55-64,Female,High School,Self-employed,Doctor,Africa,3267.37,39208.44,2588.06,31056.72,341.93,0.79,281393.07,0.1,7.18,108.73,Yes,Home,49554.35,360,337.38,0.1,7.23,0.1,649,Lower-Middle,Needs Attention
U06775,2024-08-13,2024,8,August,27,25-34,Female,Master,Employed,Doctor,Other,500.0,6000.0,295.3,3543.6,204.7,0.59,6582.94,0.41,1.1,22.29,No,None,0.0,0,0.0,0.0,0.0,0.0,675,Low,Moderate
U06776,2022-10-23,2022,10,October,52,45-54,Female,Master,Employed,Accountant,North America,4329.13,51949.56,2153.74,25844.88,2175.39,0.5,471522.42,0.5,9.08,218.93,No,None,0.0,0,0.0,0.0,0.0,0.0,654,Middle,Healthy
U06777,2025-02-26,2025,2,February,41,35-44,Male,Other,Self-employed,Salesperson,North America,5403.39,64840.68,3196.17,38354.04,2207.22,0.59,637045.88,0.41,9.82,199.32,No,None,0.0,0,0.0,0.0,0.0,0.0,472,Middle,Moderate
U06778,2022-01-19,2022,1,January,50,45-54,Female,Master,Student,Accountant,North America,4377.56,52530.72,1919.39,23032.68,2458.17,0.44,403487.91,0.56,7.68,210.22,No,None,0.0,0,0.0,0.0,0.0,0.0,723,Middle,Healthy
U06779,2022-11-23,2022,11,November,25,25-34,Male,Bachelor,Employed,Salesperson,North America,2937.85,35254.2,1829.12,21949.44,-3328.83,0.62,352016.7,-1.13,9.99,192.45,Yes,Home,119833.0,36,4437.56,1.51,19.74,1.51,706,Lower-Middle,Needs Attention
U06780,2022-01-01,2022,1,January,28,25-34,Female,Bachelor,Employed,Unemployed,Asia,5419.4,65032.8,4694.89,56338.68,724.51,0.87,416811.75,0.13,6.41,88.78,No,None,0.0,0,0.0,0.0,0.0,0.0,771,Middle,Needs Attention
U06781,2024-11-07,2024,11,November,27,25-34,Female,Bachelor,Employed,Engineer,North America,3645.42,43745.04,3216.81,38601.72,428.61,0.88,15159.43,0.12,0.35,4.71,No,None,0.0,0,0.0,0.0,0.0,0.0,686,Lower-Middle,Needs Attention
U06782,2021-11-05,2021,11,November,25,25-34,Female,Bachelor,Employed,Doctor,Other,5926.81,71121.72,5207.11,62485.32,719.7,0.88,635336.44,0.12,8.93,122.01,No,None,0.0,0,0.0,0.0,0.0,0.0,524,Middle,Needs Attention
U06783,2024-11-01,2024,11,November,54,45-54,Male,Master,Unemployed,Accountant,Europe,5305.52,63666.24,1714.98,20579.76,-4082.26,0.32,20487.61,-0.77,0.32,11.95,Yes,Car,82008.83,12,7672.8,1.45,21.93,1.45,751,Middle,Needs Attention
U06784,2025-03-30,2025,3,March,32,25-34,Female,Master,Employed,Teacher,Europe,5802.15,69625.8,2518.72,30224.64,2667.55,0.43,472860.97,0.46,6.79,187.74,Yes,Business,62995.84,120,615.88,0.11,3.26,0.11,404,Middle,Healthy
U06785,2025-04-20,2025,4,April,39,35-44,Female,Master,Unemployed,Student,North America,6106.4,73276.8,3898.42,46781.04,2207.98,0.64,561463.95,0.36,7.66,144.02,No,None,0.0,0,0.0,0.0,0.0,0.0,376,Upper-Middle,Moderate
U06786,2024-10-13,2024,10,October,63,55-64,Male,Bachelor,Unemployed,Unemployed,Europe,3040.96,36491.52,1658.89,19906.68,1382.07,0.55,212124.44,0.45,5.81,127.87,No,None,0.0,0,0.0,0.0,0.0,0.0,652,Lower-Middle,Moderate
U06787,2025-07-21,2025,7,July,25,25-34,Female,PhD,Employed,Manager,North America,984.9,11818.8,676.65,8119.8,308.25,0.69,39881.62,0.31,3.37,58.94,No,None,0.0,0,0.0,0.0,0.0,0.0,717,Low,Moderate
U06788,2022-12-17,2022,12,December,66,65+,Male,High School,Employed,Engineer,Africa,1769.15,21229.8,809.77,9717.24,959.38,0.46,24146.1,0.54,1.14,29.82,No,None,0.0,0,0.0,0.0,0.0,0.0,499,Low,Healthy
U06789,2024-11-15,2024,11,November,49,45-54,Female,Master,Unemployed,Teacher,Europe,1434.48,17213.76,574.19,6890.28,-18946.13,0.4,104357.17,-13.21,6.06,181.75,Yes,Education,222407.19,12,19806.42,13.81,12.44,13.81,333,Low,Needs Attention
U06790,2025-06-18,2025,6,June,42,35-44,Female,High School,Unemployed,Doctor,Other,5379.72,64556.64,2189.69,26276.28,3190.03,0.41,184208.18,0.59,2.85,84.13,No,None,0.0,0,0.0,0.0,0.0,0.0,300,Middle,Healthy
U06791,2025-07-10,2025,7,July,45,45-54,Male,High School,Unemployed,Manager,North America,3732.06,44784.72,2225.93,26711.16,1506.13,0.6,275839.92,0.4,6.16,123.92,No,None,0.0,0,0.0,0.0,0.0,0.0,524,Lower-Middle,Moderate
U06792,2022-01-26,2022,1,January,27,25-34,Female,Master,Employed,Student,Other,4565.33,54783.96,1569.25,18831.0,2996.08,0.34,537841.35,0.66,9.82,342.74,No,None,0.0,0,0.0,0.0,0.0,0.0,468,Middle,Healthy
U06793,2024-11-08,2024,11,November,27,25-34,Male,High School,Employed,Salesperson,Africa,1248.61,14983.32,711.56,8538.72,537.05,0.57,63628.25,0.43,4.25,89.42,No,None,0.0,0,0.0,0.0,0.0,0.0,629,Low,Moderate
U06794,2025-05-03,2025,5,May,45,45-54,Male,Master,Student,Salesperson,Asia,5416.58,64998.96,2971.03,35652.36,2445.55,0.55,225172.87,0.45,3.46,75.79,No,None,0.0,0,0.0,0.0,0.0,0.0,770,Middle,Moderate
U06795,2022-10-05,2022,10,October,32,25-34,Male,High School,Employed,Salesperson,Europe,1604.39,19252.68,1016.31,12195.72,-3239.06,0.63,87996.23,-2.02,4.57,86.58,Yes,Business,384887.93,240,3827.14,2.39,10.44,2.39,768,Low,Needs Attention
U06796,2023-04-04,2023,4,April,19,18-24,Male,Bachelor,Student,Manager,Other,4328.0,51936.0,3625.61,43507.32,702.39,0.84,430026.13,0.16,8.28,118.61,No,None,0.0,0,0.0,0.0,0.0,0.0,460,Middle,Needs Attention
U06797,2023-04-25,2023,4,April,34,25-34,Female,Bachelor,Employed,Driver,North America,5878.68,70544.16,1902.57,22830.84,-25785.93,0.32,240216.78,-4.39,3.41,126.26,Yes,Home,329829.1,12,29762.04,5.06,14.95,5.06,661,Middle,Needs Attention
U06798,2022-03-07,2022,3,March,60,55-64,Female,Bachelor,Self-employed,Accountant,North America,5606.78,67281.36,3686.39,44236.68,155.77,0.66,423237.91,0.03,6.29,114.81,Yes,Education,186946.08,240,1764.62,0.31,9.68,0.31,355,Middle,Needs Attention
U06799,2023-02-05,2023,2,February,59,55-64,Female,Master,Self-employed,Engineer,Africa,6240.03,74880.36,2746.43,32957.16,3493.6,0.44,291665.21,0.56,3.9,106.2,No,None,0.0,0,0.0,0.0,0.0,0.0,698,Upper-Middle,Healthy
U06800,2022-02-14,2022,2,February,28,25-34,Male,PhD,Self-employed,Manager,Africa,4103.65,49243.8,1276.95,15323.4,2826.7,0.31,193472.66,0.69,3.93,151.51,No,None,0.0,0,0.0,0.0,0.0,0.0,599,Middle,Healthy
U06801,2021-11-19,2021,11,November,37,35-44,Male,High School,Employed,Manager,North America,7500.55,90006.6,6079.87,72958.44,1420.68,0.81,765988.3,0.19,8.51,125.99,No,None,0.0,0,0.0,0.0,0.0,0.0,535,Upper-Middle,Needs Attention
U06802,2024-08-04,2024,8,August,18,18-24,Female,High School,Employed,Doctor,Other,5289.63,63475.56,3614.77,43377.24,1674.86,0.68,316316.16,0.32,4.98,87.51,No,None,0.0,0,0.0,0.0,0.0,0.0,708,Middle,Moderate
U06803,2023-07-11,2023,7,July,63,55-64,Female,High School,Employed,Accountant,Other,2433.55,29202.6,1245.65,14947.8,-8921.96,0.51,230697.67,-3.67,7.9,185.2,Yes,Home,463196.49,240,10109.86,4.15,26.04,4.15,775,Lower-Middle,Needs Attention
U06804,2024-05-02,2024,5,May,67,65+,Male,Bachelor,Student,Unemployed,Other,2524.99,30299.88,1062.02,12744.24,1462.97,0.42,196177.54,0.58,6.47,184.72,No,None,0.0,0,0.0,0.0,0.0,0.0,602,Lower-Middle,Healthy
U06805,2024-03-28,2024,3,March,57,55-64,Female,Master,Self-employed,Manager,Africa,3581.74,42980.88,2143.47,25721.64,-31438.48,0.6,410557.97,-8.78,9.55,191.54,Yes,Education,337838.34,12,32876.75,9.18,29.65,9.18,441,Lower-Middle,Needs Attention
U06806,2024-08-29,2024,8,August,41,35-44,Female,High School,Employed,Unemployed,Asia,3824.33,45891.96,1184.74,14216.88,2639.59,0.31,374104.38,0.69,8.15,315.77,No,None,0.0,0,0.0,0.0,0.0,0.0,562,Lower-Middle,Healthy
U06807,2024-06-23,2024,6,June,53,45-54,Female,High School,Employed,Accountant,Other,4811.62,57739.44,2451.41,29416.92,2360.21,0.51,398305.9,0.49,6.9,162.48,No,None,0.0,0,0.0,0.0,0.0,0.0,820,Middle,Moderate
U06808,2021-08-18,2021,8,August,44,35-44,Female,PhD,Employed,Salesperson,Africa,3402.36,40828.32,2826.53,33918.36,-11523.89,0.83,184449.54,-3.39,4.52,65.26,Yes,Home,219421.94,24,12099.72,3.56,28.5,3.56,711,Lower-Middle,Needs Attention
U06809,2021-07-23,2021,7,July,47,45-54,Male,High School,Unemployed,Doctor,Asia,3049.39,36592.68,1813.14,21757.68,-3448.8,0.59,290617.58,-1.13,7.94,160.28,Yes,Home,201734.46,300,4685.05,1.54,27.84,1.54,565,Lower-Middle,Needs Attention
U06810,2024-05-26,2024,5,May,20,18-24,Female,Master,Employed,Salesperson,Africa,2387.06,28644.72,1622.05,19464.6,765.01,0.68,87400.28,0.32,3.05,53.88,No,None,0.0,0,0.0,0.0,0.0,0.0,725,Lower-Middle,Moderate
U06811,2024-12-21,2024,12,December,63,55-64,Female,Bachelor,Employed,Driver,Asia,2270.77,27249.24,1038.85,12466.2,1231.92,0.46,240039.44,0.54,8.81,231.06,No,None,0.0,0,0.0,0.0,0.0,0.0,416,Lower-Middle,Healthy
U06812,2024-08-19,2024,8,August,23,18-24,Male,High School,Employed,Student,Europe,7495.15,89941.8,5921.75,71061.0,-1419.97,0.79,201873.03,-0.19,2.24,34.09,Yes,Home,307018.58,240,2993.37,0.4,10.15,0.4,642,Upper-Middle,Needs Attention
U06813,2022-03-05,2022,3,March,66,65+,Female,PhD,Employed,Student,Africa,4949.63,59395.56,3088.89,37066.68,373.61,0.62,434544.48,0.08,7.32,140.68,Yes,Home,68147.12,60,1487.13,0.3,11.16,0.3,802,Middle,Moderate
U06814,2023-04-09,2023,4,April,33,25-34,Other,Bachelor,Student,Manager,Other,6906.67,82880.04,2239.47,26873.64,-2133.65,0.32,712823.93,-0.31,8.6,318.3,Yes,Business,184893.36,36,6800.85,0.98,19.25,0.98,602,Upper-Middle,Needs Attention
U06815,2024-11-24,2024,11,November,66,65+,Other,Master,Self-employed,Student,Europe,4558.88,54706.56,2575.86,30910.32,1983.02,0.57,199060.62,0.43,3.64,77.28,No,None,0.0,0,0.0,0.0,0.0,0.0,805,Middle,Moderate
U06816,2022-03-12,2022,3,March,58,55-64,Female,Bachelor,Employed,Doctor,Europe,4618.37,55420.44,2197.85,26374.2,2420.52,0.48,158575.24,0.52,2.86,72.15,No,None,0.0,0,0.0,0.0,0.0,0.0,788,Middle,Healthy
U06817,2023-01-20,2023,1,January,21,18-24,Female,High School,Employed,Unemployed,Europe,5990.3,71883.6,3035.13,36421.56,-4036.19,0.51,462795.65,-0.67,6.44,152.48,Yes,Home,281019.28,360,6991.36,1.17,29.85,1.17,798,Middle,Needs Attention
U06818,2022-08-23,2022,8,August,32,25-34,Male,Other,Self-employed,Engineer,Asia,2281.79,27381.48,1829.24,21950.88,-3463.8,0.8,189728.97,-1.52,6.93,103.72,Yes,Business,337900.77,120,3916.35,1.72,6.96,1.72,484,Lower-Middle,Needs Attention
U06819,2024-12-21,2024,12,December,49,45-54,Male,Bachelor,Unemployed,Student,Africa,4420.02,53040.24,3971.73,47660.76,-8543.92,0.9,386420.83,-1.93,7.29,97.29,Yes,Business,420878.82,60,8992.21,2.03,10.24,2.03,421,Middle,Needs Attention
U06820,2025-04-23,2025,4,April,40,35-44,Female,High School,Employed,Manager,Europe,4531.2,54374.4,2718.85,32626.2,1812.35,0.6,303334.36,0.4,5.58,111.57,No,None,0.0,0,0.0,0.0,0.0,0.0,335,Middle,Moderate
U06821,2022-04-16,2022,4,April,59,55-64,Female,Bachelor,Employed,Unemployed,Europe,4239.04,50868.48,1845.63,22147.56,-2323.84,0.44,371604.28,-0.55,7.31,201.34,Yes,Home,117127.09,36,4717.25,1.11,25.97,1.11,428,Middle,Needs Attention
U06822,2024-11-18,2024,11,November,56,55-64,Female,High School,Employed,Manager,Africa,4382.39,52588.68,3376.12,40513.44,1006.27,0.77,13202.49,0.23,0.25,3.91,No,None,0.0,0,0.0,0.0,0.0,0.0,743,Middle,Needs Attention
U06823,2025-01-17,2025,1,January,69,65+,Female,Master,Employed,Driver,North America,2901.2,34814.4,1048.21,12578.52,1852.99,0.36,21847.3,0.64,0.63,20.84,No,None,0.0,0,0.0,0.0,0.0,0.0,331,Lower-Middle,Healthy
U06824,2023-01-25,2023,1,January,40,35-44,Female,Other,Self-employed,Unemployed,Asia,2302.6,27631.2,1275.9,15310.8,1026.7,0.55,218742.05,0.45,7.92,171.44,No,None,0.0,0,0.0,0.0,0.0,0.0,735,Lower-Middle,Moderate
U06825,2024-12-12,2024,12,December,46,45-54,Male,High School,Unemployed,Teacher,Asia,5238.51,62862.12,3475.55,41706.6,1762.96,0.66,575643.26,0.34,9.16,165.63,No,None,0.0,0,0.0,0.0,0.0,0.0,594,Middle,Moderate
U06826,2024-12-21,2024,12,December,54,45-54,Male,PhD,Self-employed,Student,North America,1653.78,19845.36,851.6,10219.2,802.18,0.51,38856.94,0.49,1.96,45.63,No,None,0.0,0,0.0,0.0,0.0,0.0,682,Low,Moderate
U06827,2024-08-30,2024,8,August,19,18-24,Male,Master,Employed,Student,North America,1342.48,16109.76,700.3,8403.6,642.18,0.52,88810.27,0.48,5.51,126.82,No,None,0.0,0,0.0,0.0,0.0,0.0,847,Low,Moderate
U06828,2023-05-11,2023,5,May,31,25-34,Male,Bachelor,Employed,Engineer,Africa,5012.48,60149.76,3009.72,36116.64,-2896.43,0.6,353642.25,-0.58,5.88,117.5,Yes,Business,437012.51,300,4899.19,0.98,12.91,0.98,505,Middle,Needs Attention
U06829,2021-12-23,2021,12,December,22,18-24,Male,Bachelor,Employed,Accountant,Europe,2258.97,27107.64,1883.82,22605.84,375.15,0.83,221834.28,0.17,8.18,117.76,No,None,0.0,0,0.0,0.0,0.0,0.0,513,Lower-Middle,Needs Attention
U06830,2024-08-29,2024,8,August,30,25-34,Female,Bachelor,Employed,Accountant,Other,5810.8,69729.6,3216.8,38601.6,2594.0,0.55,458216.64,0.45,6.57,142.44,No,None,0.0,0,0.0,0.0,0.0,0.0,822,Middle,Moderate
U06831,2025-07-08,2025,7,July,66,65+,Male,High School,Employed,Unemployed,North America,4061.5,48738.0,1730.68,20768.16,2330.82,0.43,332138.49,0.57,6.81,191.91,No,None,0.0,0,0.0,0.0,0.0,0.0,385,Middle,Healthy
U06832,2023-11-06,2023,11,November,37,35-44,Female,Bachelor,Unemployed,Student,Asia,5084.18,61010.16,3066.12,36793.44,-14644.6,0.6,608727.27,-2.88,9.98,198.53,Yes,Business,437785.4,36,16662.66,3.28,21.75,3.28,325,Middle,Needs Attention
U06833,2022-02-20,2022,2,February,65,65+,Male,Bachelor,Self-employed,Manager,Asia,1193.98,14327.76,769.9,9238.8,424.08,0.64,82384.66,0.36,5.75,107.01,No,None,0.0,0,0.0,0.0,0.0,0.0,692,Low,Moderate
U06834,2025-01-26,2025,1,January,47,45-54,Female,High School,Employed,Student,Europe,9834.85,118018.2,6615.25,79383.0,3219.6,0.67,1046727.68,0.33,8.87,158.23,No,None,0.0,0,0.0,0.0,0.0,0.0,530,Upper-Middle,Moderate
U06835,2024-11-05,2024,11,November,40,35-44,Female,Master,Unemployed,Student,Asia,2496.08,29952.96,2216.07,26592.84,-38727.03,0.89,69859.9,-15.52,2.33,31.52,Yes,Home,414695.68,12,39007.04,15.63,22.97,15.63,727,Lower-Middle,Needs Attention
U06836,2022-07-26,2022,7,July,31,25-34,Female,Master,Self-employed,Accountant,Asia,4407.79,52893.48,3132.72,37592.64,-10705.4,0.71,363762.68,-2.43,6.88,116.12,Yes,Education,137615.11,12,11980.47,2.72,8.15,2.72,355,Middle,Needs Attention
U06837,2022-12-20,2022,12,December,61,55-64,Other,High School,Employed,Driver,Africa,1657.89,19894.68,1355.43,16265.16,302.46,0.82,176257.37,0.18,8.86,130.04,No,None,0.0,0,0.0,0.0,0.0,0.0,612,Low,Needs Attention
U06838,2022-07-20,2022,7,July,36,35-44,Male,Master,Unemployed,Doctor,Other,4816.72,57800.64,3795.92,45551.04,1020.8,0.79,96001.01,0.21,1.66,25.29,No,None,0.0,0,0.0,0.0,0.0,0.0,363,Middle,Needs Attention
U06839,2024-07-25,2024,7,July,67,65+,Male,Bachelor,Employed,Teacher,Europe,2358.81,28305.72,796.8,9561.6,1562.01,0.34,183744.16,0.66,6.49,230.6,No,None,0.0,0,0.0,0.0,0.0,0.0,835,Lower-Middle,Healthy
U06840,2022-03-28,2022,3,March,68,65+,Male,Master,Self-employed,Driver,Asia,1314.39,15772.68,1119.33,13431.96,195.06,0.85,9724.09,0.15,0.62,8.69,No,None,0.0,0,0.0,0.0,0.0,0.0,313,Low,Needs Attention
U06841,2021-08-30,2021,8,August,29,25-34,Male,Master,Self-employed,Teacher,North America,7633.33,91599.96,5599.88,67198.56,2033.45,0.73,245676.02,0.27,2.68,43.87,No,None,0.0,0,0.0,0.0,0.0,0.0,374,Upper-Middle,Needs Attention
U06842,2024-05-08,2024,5,May,69,65+,Male,Bachelor,Employed,Manager,Europe,3116.25,37395.0,2573.31,30879.72,-679.38,0.83,70805.86,-0.22,1.89,27.52,Yes,Car,118711.94,300,1222.32,0.39,11.68,0.39,336,Lower-Middle,Needs Attention
U06843,2025-02-12,2025,2,February,56,55-64,Female,PhD,Employed,Student,Europe,500.0,6000.0,162.91,1954.92,-2596.22,0.33,32393.0,-5.19,5.4,198.84,Yes,Education,135144.88,180,2933.31,5.87,25.45,5.87,657,Low,Needs Attention
U06844,2023-09-26,2023,9,September,26,25-34,Male,Master,Student,Teacher,Asia,500.0,6000.0,262.14,3145.68,237.86,0.52,14903.57,0.48,2.48,56.85,No,None,0.0,0,0.0,0.0,0.0,0.0,499,Low,Moderate
U06845,2024-05-18,2024,5,May,58,55-64,Female,Bachelor,Employed,Doctor,Africa,1838.15,22057.8,782.32,9387.84,1055.83,0.43,80948.48,0.57,3.67,103.47,No,None,0.0,0,0.0,0.0,0.0,0.0,388,Low,Healthy
U06846,2021-11-28,2021,11,November,52,45-54,Male,Bachelor,Employed,Student,Other,6758.9,81106.8,5959.69,71516.28,799.21,0.88,253056.39,0.12,3.12,42.46,No,None,0.0,0,0.0,0.0,0.0,0.0,376,Upper-Middle,Needs Attention
U06847,2025-03-23,2025,3,March,54,45-54,Other,Master,Employed,Unemployed,Asia,4511.65,54139.8,2648.32,31779.84,-4209.81,0.59,47445.3,-0.93,0.88,17.92,Yes,Education,117939.3,24,6073.14,1.35,21.22,1.35,370,Middle,Needs Attention
U06848,2021-11-16,2021,11,November,58,55-64,Female,Master,Employed,Manager,Other,6375.16,76501.92,4503.64,54043.68,1871.52,0.71,236802.36,0.29,3.1,52.58,No,None,0.0,0,0.0,0.0,0.0,0.0,331,Upper-Middle,Needs Attention
U06849,2022-01-27,2022,1,January,36,35-44,Female,Bachelor,Employed,Salesperson,Europe,3238.61,38863.32,2596.29,31155.48,-6564.22,0.8,310131.42,-2.03,7.98,119.45,Yes,Home,332326.47,300,7206.54,2.23,25.98,2.23,745,Lower-Middle,Needs Attention
U06850,2021-08-27,2021,8,August,53,45-54,Female,Master,Employed,Salesperson,Europe,6598.19,79178.28,5888.04,70656.48,-9114.5,0.89,696767.95,-1.38,8.8,118.34,Yes,Home,112314.24,12,9824.65,1.49,9.05,1.49,850,Upper-Middle,Needs Attention
U06851,2024-09-25,2024,9,September,18,18-24,Female,High School,Employed,Salesperson,Europe,4325.72,51908.64,1668.41,20020.92,2657.31,0.39,89334.97,0.61,1.72,53.54,No,None,0.0,0,0.0,0.0,0.0,0.0,776,Middle,Healthy
U06852,2022-10-18,2022,10,October,30,25-34,Female,PhD,Employed,Student,Other,6555.84,78670.08,3436.61,41239.32,492.61,0.52,179244.95,0.08,2.28,52.16,Yes,Education,447328.96,240,2626.62,0.4,3.64,0.4,476,Upper-Middle,Moderate
U06853,2023-09-23,2023,9,September,67,65+,Female,Bachelor,Employed,Teacher,Asia,6406.26,76875.12,4494.62,53935.44,1911.64,0.7,91828.1,0.3,1.19,20.43,No,None,0.0,0,0.0,0.0,0.0,0.0,623,Upper-Middle,Needs Attention
U06854,2024-12-25,2024,12,December,59,55-64,Female,High School,Student,Driver,Africa,4532.37,54388.44,2861.04,34332.48,235.27,0.63,503640.07,0.05,9.26,176.03,Yes,Home,92061.7,120,1436.06,0.32,14.12,0.32,697,Middle,Moderate
U06855,2023-10-05,2023,10,October,55,55-64,Male,Bachelor,Employed,Driver,Asia,6948.65,83383.8,3171.88,38062.56,-15704.78,0.46,736586.41,-2.26,8.83,232.22,Yes,Business,429360.86,24,19481.55,2.8,8.32,2.8,612,Upper-Middle,Needs Attention
U06856,2023-05-31,2023,5,May,58,55-64,Male,Bachelor,Employed,Salesperson,Africa,4011.2,48134.4,2748.09,32977.08,-2181.46,0.69,444577.12,-0.54,9.24,161.78,Yes,Business,72661.51,24,3444.57,0.86,12.71,0.86,470,Middle,Needs Attention
U06857,2024-03-12,2024,3,March,27,25-34,Male,Bachelor,Employed,Doctor,Other,5475.55,65706.6,3647.53,43770.36,1828.02,0.67,21414.77,0.33,0.33,5.87,No,None,0.0,0,0.0,0.0,0.0,0.0,341,Middle,Moderate
U06858,2023-07-08,2023,7,July,51,45-54,Female,Bachelor,Self-employed,Accountant,Asia,7986.37,95836.44,3264.58,39174.96,4721.79,0.41,883380.08,0.59,9.22,270.6,No,None,0.0,0,0.0,0.0,0.0,0.0,750,Upper-Middle,Healthy
U06859,2022-07-09,2022,7,July,49,45-54,Female,Bachelor,Self-employed,Doctor,Asia,5857.43,70289.16,4575.53,54906.36,1281.9,0.78,701782.1,0.22,9.98,153.38,No,None,0.0,0,0.0,0.0,0.0,0.0,594,Middle,Needs Attention
U06860,2025-06-24,2025,6,June,67,65+,Female,High School,Unemployed,Accountant,Europe,3457.24,41486.88,1814.67,21776.04,1642.57,0.52,95302.65,0.48,2.3,52.52,No,None,0.0,0,0.0,0.0,0.0,0.0,394,Lower-Middle,Moderate
U06861,2023-05-27,2023,5,May,68,65+,Male,Master,Employed,Manager,Europe,2862.91,34354.92,1800.68,21608.16,140.82,0.63,277011.96,0.05,8.06,153.84,Yes,Home,36807.02,180,921.41,0.32,29.67,0.32,697,Lower-Middle,Needs Attention
U06862,2023-04-10,2023,4,April,63,55-64,Female,Bachelor,Employed,Doctor,Other,3551.58,42618.96,2986.43,35837.16,565.15,0.84,49824.29,0.16,1.17,16.68,No,None,0.0,0,0.0,0.0,0.0,0.0,741,Lower-Middle,Needs Attention
U06863,2023-07-27,2023,7,July,27,25-34,Male,Bachelor,Employed,Doctor,North America,2184.29,26211.48,1791.55,21498.6,-3624.77,0.82,133184.89,-1.66,5.08,74.34,Yes,Home,351606.57,120,4017.51,1.84,6.64,1.84,604,Lower-Middle,Needs Attention
U06864,2023-03-27,2023,3,March,40,35-44,Other,Bachelor,Student,Unemployed,Asia,4144.03,49728.36,2086.91,25042.92,-12401.36,0.5,19301.96,-2.99,0.39,9.25,Yes,Business,336286.8,24,14458.48,3.49,3.03,3.49,588,Middle,Needs Attention
U06865,2021-11-22,2021,11,November,54,45-54,Female,Bachelor,Self-employed,Student,Other,733.97,8807.64,599.64,7195.68,134.33,0.82,45106.99,0.18,5.12,75.22,No,None,0.0,0,0.0,0.0,0.0,0.0,770,Low,Needs Attention
U06866,2025-06-19,2025,6,June,26,25-34,Female,Master,Employed,Teacher,Other,4903.08,58836.96,3131.27,37575.24,-6386.97,0.64,464909.4,-1.3,7.9,148.47,Yes,Business,88835.07,12,8158.78,1.66,18.34,1.66,460,Middle,Needs Attention
U06867,2022-01-07,2022,1,January,36,35-44,Female,High School,Employed,Driver,Africa,2644.89,31738.68,2355.54,28266.48,-9852.06,0.89,197423.24,-3.72,6.22,83.81,Yes,Business,108082.41,12,10141.41,3.83,22.49,3.83,324,Lower-Middle,Needs Attention
U06868,2022-12-30,2022,12,December,35,35-44,Male,Bachelor,Employed,Salesperson,North America,6123.59,73483.08,4732.58,56790.96,756.3,0.77,394078.86,0.12,5.36,83.27,Yes,Education,104650.7,240,634.71,0.1,4.01,0.1,469,Upper-Middle,Needs Attention
U06869,2023-03-08,2023,3,March,20,18-24,Female,High School,Student,Unemployed,Asia,5265.31,63183.72,3219.44,38633.28,-7900.65,0.61,473888.46,-1.5,7.5,147.2,Yes,Car,114879.62,12,9946.52,1.89,7.12,1.89,825,Middle,Needs Attention
